date,product,position,ship_from,ship_to,price_usd_mt
2025-06-18,Soybean Oil,15071000100Q,2026-04,2026-05,986.0
2025-06-18,Sunflower Oil,15121110310E,2025-06,2025-07,1089.0
2025-06-18,Sunflower Oil,15121110310E,2025-08,2025-08,1072.0
2025-06-18,Sunflower Oil,15121110310E,2025-09,2025-10,1055.0
2025-06-18,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-18,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-18,Soybean Meal,23040010100B,2025-06,2025-06,300.0
2025-06-18,Soybean Meal,23040010100B,2025-07,2025-07,301.0
2025-06-18,Soybean Meal,23040010100B,2025-08,2025-08,305.0
2025-06-18,Soybean Meal,23040010100B,2025-09,2025-09,311.0
2025-06-18,Soybean Meal,23040010100B,2025-10,2025-10,317.0
2025-06-18,Soybean Meal,23040010100B,2025-11,2026-05,322.0
2025-06-19,Soybeans,12019000190C,2025-06,2025-07,407.0
2025-06-19,Soybeans,12019000190C,2025-08,2025-08,409.0
2025-06-19,Soybeans,12019000190C,2025-09,2025-09,407.0
2025-06-19,Soybeans,12019000190C,2025-10,2025-11,419.0
2025-06-19,Soybeans,12019000190C,2025-12,2026-01,422.0
2025-06-19,Soybeans,12019000190C,2026-02,2026-04,430.0
2025-06-19,Soybeans,12019000190C,2026-05,2026-05,436.0
2025-06-19,Soybean Oil,15071000100Q,2025-06,2025-06,1047.0
2025-06-19,Soybean Oil,15071000100Q,2025-07,2025-07,1049.0
2025-06-19,Soybean Oil,15071000100Q,2025-08,2025-08,1024.0
2025-06-19,Soybean Oil,15071000100Q,2025-09,2025-12,1016.0
2025-06-19,Soybean Oil,15071000100Q,2026-01,2026-03,991.0
2025-06-19,Soybean Oil,15071000100Q,2026-04,2026-05,986.0
2025-06-19,Sunflower Oil,15121110310E,2025-06,2025-07,1089.0
2025-06-19,Sunflower Oil,15121110310E,2025-08,2025-08,1072.0
2025-06-19,Sunflower Oil,15121110310E,2025-09,2025-10,1055.0
2025-06-19,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-19,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-19,Soybean Meal,23040010100B,2025-06,2025-06,300.0
2025-06-19,Soybean Meal,23040010100B,2025-07,2025-07,301.0
2025-06-19,Soybean Meal,23040010100B,2025-08,2025-08,305.0
2025-06-19,Soybean Meal,23040010100B,2025-09,2025-09,311.0
2025-06-19,Soybean Meal,23040010100B,2025-10,2025-10,317.0
2025-06-19,Soybean Meal,23040010100B,2025-11,2026-05,322.0
2025-06-23,Soybeans,12019000190C,2025-06,2025-07,402.0
2025-06-23,Soybeans,12019000190C,2025-08,2025-08,405.0
2025-06-23,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-06-23,Soybeans,12019000190C,2025-10,2026-01,412.0
2025-06-23,Soybeans,12019000190C,2026-02,2026-03,422.0
2025-06-23,Soybeans,12019000190C,2026-04,2026-05,429.0
2025-06-23,Soybean Oil,15071000100Q,2025-06,2025-07,1041.0
2025-06-23,Soybean Oil,15071000100Q,2025-08,2025-08,1021.0
2025-06-23,Soybean Oil,15071000100Q,2025-09,2025-09,1010.0
2025-06-23,Soybean Oil,15071000100Q,2025-10,2025-10,997.0
2025-06-23,Soybean Oil,15071000100Q,2025-11,2025-12,1002.0
2025-06-23,Soybean Oil,15071000100Q,2026-01,2026-05,955.0
2025-06-23,Sunflower Oil,15121110310E,2025-06,2025-08,1090.0
2025-06-23,Sunflower Oil,15121110310E,2025-09,2025-09,1084.0
2025-06-23,Sunflower Oil,15121110310E,2025-10,2025-10,1057.0
2025-06-23,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-23,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-23,Soybean Meal,23040010100B,2025-06,2025-06,297.0
2025-06-23,Soybean Meal,23040010100B,2025-07,2025-07,298.0
2025-06-23,Soybean Meal,23040010100B,2025-08,2025-08,303.0
2025-06-23,Soybean Meal,23040010100B,2025-09,2025-09,306.0
2025-06-23,Soybean Meal,23040010100B,2025-10,2025-10,314.0
2025-06-23,Soybean Meal,23040010100B,2025-11,2025-12,319.0
2025-06-23,Soybean Meal,23040010100B,2026-01,2026-05,318.0
2025-06-24,Soybeans,12019000190C,2025-06,2025-06,398.0
2025-06-24,Soybeans,12019000190C,2025-07,2025-07,397.0
2025-06-24,Soybeans,12019000190C,2025-08,2025-08,401.0
2025-06-24,Soybeans,12019000190C,2025-09,2025-11,398.0
2025-06-24,Soybeans,12019000190C,2025-12,2026-01,412.0
2025-06-24,Soybeans,12019000190C,2026-02,2026-04,422.0
2025-06-24,Soybeans,12019000190C,2026-05,2026-05,430.0
2025-06-24,Soybean Oil,15071000100Q,2025-06,2025-06,1037.0
2025-06-24,Soybean Oil,15071000100Q,2025-07,2025-07,1072.0
2025-06-24,Soybean Oil,15071000100Q,2025-08,2025-08,1057.0
2025-06-24,Soybean Oil,15071000100Q,2025-09,2025-09,1046.0
2025-06-24,Soybean Oil,15071000100Q,2025-10,2025-12,1001.0
2025-06-24,Soybean Oil,15071000100Q,2026-01,2026-05,934.0
2025-06-24,Sunflower Oil,15121110310E,2025-06,2025-09,1086.0
2025-06-24,Sunflower Oil,15121110310E,2025-10,2025-10,1053.0
2025-06-24,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-24,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-24,Soybean Meal,23040010100B,2025-06,2025-06,296.0
2025-06-24,Soybean Meal,23040010100B,2025-07,2025-07,299.0
2025-06-24,Soybean Meal,23040010100B,2025-08,2025-08,300.0
2025-06-24,Soybean Meal,23040010100B,2025-09,2025-09,304.0
2025-06-24,Soybean Meal,23040010100B,2025-10,2025-10,312.0
2025-06-24,Soybean Meal,23040010100B,2025-11,2025-12,318.0
2025-06-24,Soybean Meal,23040010100B,2026-01,2026-05,314.0
2025-06-25,Soybeans,12019000190C,2025-06,2025-06,391.0
2025-06-25,Soybeans,12019000190C,2025-07,2025-07,390.0
2025-06-25,Soybeans,12019000190C,2025-08,2025-08,394.0
2025-06-25,Soybeans,12019000190C,2025-09,2025-11,395.0
2025-06-25,Soybeans,12019000190C,2025-12,2026-01,407.0
2025-06-25,Soybeans,12019000190C,2026-02,2026-03,414.0
2025-06-25,Soybeans,12019000190C,2026-04,2026-05,422.0
2025-06-25,Soybean Oil,15071000100Q,2025-06,2025-06,1026.0
2025-06-25,Soybean Oil,15071000100Q,2025-07,2025-07,1046.0
2025-06-25,Soybean Oil,15071000100Q,2025-08,2025-08,1022.0
2025-06-25,Soybean Oil,15071000100Q,2025-09,2025-12,1006.0
2025-06-25,Soybean Oil,15071000100Q,2026-01,2026-05,927.0
2025-06-25,Sunflower Oil,15121110310E,2025-06,2025-09,1089.0
2025-06-25,Sunflower Oil,15121110310E,2025-10,2025-10,1058.0
2025-06-25,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-25,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-25,Soybean Meal,23040010100B,2025-06,2025-07,291.0
2025-06-25,Soybean Meal,23040010100B,2025-08,2025-08,294.0
2025-06-25,Soybean Meal,23040010100B,2025-09,2025-09,298.0
2025-06-25,Soybean Meal,23040010100B,2025-10,2025-10,307.0
2025-06-25,Soybean Meal,23040010100B,2025-11,2025-12,313.0
2025-06-25,Soybean Meal,23040010100B,2026-01,2026-05,309.0
2025-06-26,Soybeans,12019000190C,2025-06,2025-07,389.0
2025-06-26,Soybeans,12019000190C,2025-08,2025-09,394.0
2025-06-26,Soybeans,12019000190C,2025-10,2025-10,396.0
2025-06-26,Soybeans,12019000190C,2025-11,2025-11,400.0
2025-06-26,Soybeans,12019000190C,2025-12,2026-01,409.0
2025-06-26,Soybeans,12019000190C,2026-02,2026-03,417.0
2025-06-26,Soybeans,12019000190C,2026-04,2026-05,382.0
2025-06-26,Soybean Oil,15071000100Q,2025-06,2025-06,1043.0
2025-06-26,Soybean Oil,15071000100Q,2025-07,2025-07,1050.0
2025-06-26,Soybean Oil,15071000100Q,2025-08,2025-08,1029.0
2025-06-26,Soybean Oil,15071000100Q,2025-09,2025-09,1012.0
2025-06-26,Soybean Oil,15071000100Q,2025-10,2025-10,1003.0
2025-06-26,Soybean Oil,15071000100Q,2025-11,2025-12,1013.0
2025-06-26,Soybean Oil,15071000100Q,2026-01,2026-05,932.0
2025-06-26,Sunflower Oil,15121110310E,2025-06,2025-08,1089.0
2025-06-26,Sunflower Oil,15121110310E,2025-09,2025-09,1071.0
2025-06-26,Sunflower Oil,15121110310E,2025-10,2025-10,1058.0
2025-06-26,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-26,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-26,Soybean Meal,23040010100B,2025-06,2025-06,284.0
2025-06-26,Soybean Meal,23040010100B,2025-07,2025-07,285.0
2025-06-26,Soybean Meal,23040010100B,2025-08,2025-08,289.0
2025-06-26,Soybean Meal,23040010100B,2025-09,2025-09,294.0
2025-06-26,Soybean Meal,23040010100B,2025-10,2025-10,304.0
2025-06-26,Soybean Meal,23040010100B,2025-11,2025-12,309.0
2025-06-26,Soybean Meal,23040010100B,2026-01,2026-05,306.0
2025-06-27,Soybeans,12019000190C,2025-06,2025-06,393.0
2025-06-27,Soybeans,12019000190C,2025-07,2025-07,394.0
2025-06-27,Soybeans,12019000190C,2025-08,2025-08,397.0
2025-06-27,Soybeans,12019000190C,2025-09,2025-09,395.0
2025-06-27,Soybeans,12019000190C,2025-10,2025-11,405.0
2025-06-27,Soybeans,12019000190C,2025-12,2026-01,415.0
2025-06-27,Soybeans,12019000190C,2026-02,2026-03,424.0
2025-06-27,Soybeans,12019000190C,2026-04,2026-05,385.0
2025-06-27,Soybean Oil,15071000100Q,2025-06,2025-06,1036.0
2025-06-27,Soybean Oil,15071000100Q,2025-07,2025-07,1039.0
2025-06-27,Soybean Oil,15071000100Q,2025-08,2025-08,1029.0
2025-06-27,Soybean Oil,15071000100Q,2025-09,2025-09,1009.0
2025-06-27,Soybean Oil,15071000100Q,2025-10,2025-10,1000.0
2025-06-27,Soybean Oil,15071000100Q,2025-11,2025-12,1005.0
2025-06-27,Soybean Oil,15071000100Q,2026-01,2026-05,930.0
2025-06-27,Sunflower Oil,15121110310E,2025-06,2025-09,1085.0
2025-06-27,Sunflower Oil,15121110310E,2025-10,2025-10,1058.0
2025-06-27,Sunflower Oil,15121110310E,2025-11,2025-12,1040.0
2025-06-27,Sunflower Oil,15121110310E,2026-01,2026-05,1030.0
2025-06-27,Soybean Meal,23040010100B,2025-06,2025-06,284.0
2025-06-27,Soybean Meal,23040010100B,2025-07,2025-07,285.0
2025-06-27,Soybean Meal,23040010100B,2025-08,2025-08,287.0
2025-06-27,Soybean Meal,23040010100B,2025-09,2025-09,292.0
2025-06-27,Soybean Meal,23040010100B,2025-10,2025-10,303.0
2025-06-27,Soybean Meal,23040010100B,2025-11,2025-12,310.0
2025-06-27,Soybean Meal,23040010100B,2026-01,2026-05,307.0
2025-06-30,Soybeans,12019000190C,2025-07,2025-07,393.0
2025-06-30,Soybeans,12019000190C,2025-08,2025-08,398.0
2025-06-30,Soybeans,12019000190C,2025-09,2025-09,396.0
2025-06-30,Soybeans,12019000190C,2025-10,2025-11,406.0
2025-06-30,Soybeans,12019000190C,2025-12,2026-01,418.0
2025-06-30,Soybeans,12019000190C,2026-02,2026-03,426.0
2025-06-30,Soybeans,12019000190C,2026-04,2026-06,386.0
2025-06-30,Soybean Oil,15071000100Q,2025-07,2025-07,1051.0
2025-06-30,Soybean Oil,15071000100Q,2025-08,2025-08,1035.0
2025-06-30,Soybean Oil,15071000100Q,2025-09,2025-09,1011.0
2025-06-30,Soybean Oil,15071000100Q,2025-10,2025-10,1000.0
2025-06-30,Soybean Oil,15071000100Q,2025-11,2025-12,1005.0
2025-06-30,Soybean Oil,15071000100Q,2026-01,2026-06,932.0
2025-06-30,Sunflower Oil,15121110310E,2025-07,2025-08,1089.0
2025-06-30,Sunflower Oil,15121110310E,2025-09,2025-09,1051.0
2025-06-30,Sunflower Oil,15121110310E,2025-11,2025-12,1027.0
2025-06-30,Sunflower Oil,15121110310E,2026-01,2026-06,1015.0
2025-06-30,Soybean Meal,23040010100B,2025-07,2025-07,287.0
2025-06-30,Soybean Meal,23040010100B,2025-08,2025-08,290.0
2025-06-30,Soybean Meal,23040010100B,2025-09,2025-09,293.0
2025-06-30,Soybean Meal,23040010100B,2025-10,2025-10,305.0
2025-06-30,Soybean Meal,23040010100B,2025-11,2025-12,311.0
2025-06-30,Soybean Meal,23040010100B,2026-01,2026-06,310.0
2025-07-01,Soybeans,12019000190C,2025-07,2025-07,396.0
2025-07-01,Soybeans,12019000190C,2025-08,2025-08,398.0
2025-07-01,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-07-01,Soybeans,12019000190C,2025-10,2025-11,406.0
2025-07-01,Soybeans,12019000190C,2025-12,2026-01,418.0
2025-07-01,Soybeans,12019000190C,2026-02,2026-03,426.0
2025-07-01,Soybeans,12019000190C,2026-04,2026-06,386.0
2025-07-01,Soybean Oil,15071000100Q,2025-07,2025-07,1065.0
2025-07-01,Soybean Oil,15071000100Q,2025-08,2025-08,1049.0
2025-07-01,Soybean Oil,15071000100Q,2025-09,2025-09,1027.0
2025-07-01,Soybean Oil,15071000100Q,2025-10,2025-10,1015.0
2025-07-01,Soybean Oil,15071000100Q,2025-11,2025-12,1019.0
2025-07-01,Soybean Oil,15071000100Q,2026-01,2026-03,994.0
2025-07-01,Soybean Oil,15071000100Q,2026-04,2026-06,980.0
2025-07-01,Sunflower Oil,15121110310E,2025-07,2025-08,1090.0
2025-07-01,Sunflower Oil,15121110310E,2025-09,2025-09,1068.0
2025-07-01,Sunflower Oil,15121110310E,2025-10,2026-06,1027.0
2025-07-01,Soybean Meal,23040010100B,2025-07,2025-07,283.0
2025-07-01,Soybean Meal,23040010100B,2025-08,2025-08,286.0
2025-07-01,Soybean Meal,23040010100B,2025-09,2025-09,292.0
2025-07-01,Soybean Meal,23040010100B,2025-10,2025-10,302.0
2025-07-01,Soybean Meal,23040010100B,2025-11,2025-11,308.0
2025-07-01,Soybean Meal,23040010100B,2025-12,2025-12,309.0
2025-07-01,Soybean Meal,23040010100B,2026-01,2026-06,310.0
2025-07-02,Soybeans,12019000190C,2025-07,2025-07,406.0
2025-07-02,Soybeans,12019000190C,2025-08,2025-08,407.0
2025-07-02,Soybeans,12019000190C,2025-09,2025-09,411.0
2025-07-02,Soybeans,12019000190C,2025-10,2025-11,414.0
2025-07-02,Soybeans,12019000190C,2025-12,2026-01,423.0
2025-07-02,Soybeans,12019000190C,2026-02,2026-03,431.0
2025-07-02,Soybeans,12019000190C,2026-04,2026-06,392.0
2025-07-02,Soybean Oil,15071000100Q,2025-07,2025-07,1106.0
2025-07-02,Soybean Oil,15071000100Q,2025-08,2025-08,1074.0
2025-07-02,Soybean Oil,15071000100Q,2025-09,2025-09,1052.0
2025-07-02,Soybean Oil,15071000100Q,2025-10,2025-12,1037.0
2025-07-02,Soybean Oil,15071000100Q,2026-01,2026-03,1015.0
2025-07-02,Soybean Oil,15071000100Q,2026-04,2026-06,1008.0
2025-07-02,Sunflower Oil,15121110310E,2025-07,2025-08,1101.0
2025-07-02,Sunflower Oil,15121110310E,2025-09,2025-09,1093.0
2025-07-02,Sunflower Oil,15121110310E,2025-10,2025-12,1047.0
2025-07-02,Sunflower Oil,15121110310E,2026-01,2026-06,1025.0
2025-07-02,Soybean Meal,23040010100B,2025-07,2025-07,288.0
2025-07-02,Soybean Meal,23040010100B,2025-08,2025-08,290.0
2025-07-02,Soybean Meal,23040010100B,2025-09,2025-09,295.0
2025-07-02,Soybean Meal,23040010100B,2025-10,2025-10,305.0
2025-07-02,Soybean Meal,23040010100B,2025-11,2025-11,311.0
2025-07-02,Soybean Meal,23040010100B,2025-12,2025-12,312.0
2025-07-02,Soybean Meal,23040010100B,2026-01,2026-06,317.0
2025-07-03,Soybeans,12019000190C,2025-07,2025-08,407.0
2025-07-03,Soybeans,12019000190C,2025-09,2025-09,409.0
2025-07-03,Soybeans,12019000190C,2025-10,2025-12,416.0
2025-07-03,Soybeans,12019000190C,2026-01,2026-01,426.0
2025-07-03,Soybeans,12019000190C,2026-02,2026-03,434.0
2025-07-03,Soybeans,12019000190C,2026-04,2026-06,392.0
2025-07-03,Soybean Oil,15071000100Q,2025-07,2025-07,1099.0
2025-07-03,Soybean Oil,15071000100Q,2025-08,2025-08,1054.0
2025-07-03,Soybean Oil,15071000100Q,2025-09,2025-09,1035.0
2025-07-03,Soybean Oil,15071000100Q,2025-10,2025-10,1022.0
2025-07-03,Soybean Oil,15071000100Q,2025-11,2025-12,1027.0
2025-07-03,Soybean Oil,15071000100Q,2026-01,2026-05,1004.0
2025-07-03,Soybean Oil,15071000100Q,2026-06,2026-06,993.0
2025-07-03,Sunflower Oil,15121110310E,2025-07,2025-08,1101.0
2025-07-03,Sunflower Oil,15121110310E,2025-09,2025-09,1075.0
2025-07-03,Sunflower Oil,15121110310E,2025-10,2025-12,1039.0
2025-07-03,Sunflower Oil,15121110310E,2026-01,2026-06,1025.0
2025-07-03,Soybean Meal,23040010100B,2025-07,2025-07,289.0
2025-07-03,Soybean Meal,23040010100B,2025-08,2025-08,290.0
2025-07-03,Soybean Meal,23040010100B,2025-09,2025-09,295.0
2025-07-03,Soybean Meal,23040010100B,2025-10,2025-10,308.0
2025-07-03,Soybean Meal,23040010100B,2025-11,2026-06,314.0
2025-07-04,Soybeans,12019000190C,2025-07,2025-08,407.0
2025-07-04,Soybeans,12019000190C,2025-09,2025-09,409.0
2025-07-04,Soybeans,12019000190C,2025-10,2025-12,416.0
2025-07-04,Soybeans,12019000190C,2026-01,2026-01,426.0
2025-07-04,Soybeans,12019000190C,2026-02,2026-03,434.0
2025-07-04,Soybeans,12019000190C,2026-04,2026-06,392.0
2025-07-04,Soybean Oil,15071000100Q,2025-07,2025-07,1099.0
2025-07-04,Soybean Oil,15071000100Q,2025-08,2025-08,1054.0
2025-07-04,Soybean Oil,15071000100Q,2025-09,2025-09,1035.0
2025-07-04,Soybean Oil,15071000100Q,2025-10,2025-10,1022.0
2025-07-04,Soybean Oil,15071000100Q,2025-11,2025-12,1027.0
2025-07-04,Soybean Oil,15071000100Q,2026-01,2026-05,1004.0
2025-07-04,Soybean Oil,15071000100Q,2026-06,2026-06,993.0
2025-07-04,Sunflower Oil,15121110310E,2025-07,2025-08,1101.0
2025-07-04,Sunflower Oil,15121110310E,2025-09,2025-09,1075.0
2025-07-04,Sunflower Oil,15121110310E,2025-10,2025-12,1039.0
2025-07-04,Sunflower Oil,15121110310E,2026-01,2026-06,1025.0
2025-07-04,Soybean Meal,23040010100B,2025-07,2025-07,289.0
2025-07-04,Soybean Meal,23040010100B,2025-08,2025-08,290.0
2025-07-04,Soybean Meal,23040010100B,2025-09,2025-09,295.0
2025-07-04,Soybean Meal,23040010100B,2025-10,2025-10,308.0
2025-07-04,Soybean Meal,23040010100B,2025-11,2026-06,314.0
2025-07-07,Soybeans,12019000190C,2025-07,2025-08,399.0
2025-07-07,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-07-07,Soybeans,12019000190C,2025-10,2026-06,406.0
2025-07-07,Soybean Oil,15071000100Q,2025-07,2025-07,1084.0
2025-07-07,Soybean Oil,15071000100Q,2025-08,2025-08,1063.0
2025-07-07,Soybean Oil,15071000100Q,2025-09,2025-09,1041.0
2025-07-07,Soybean Oil,15071000100Q,2025-10,2025-10,1022.0
2025-07-07,Soybean Oil,15071000100Q,2025-11,2025-12,1026.0
2025-07-07,Soybean Oil,15071000100Q,2026-01,2026-03,989.0
2025-07-07,Soybean Oil,15071000100Q,2026-04,2026-06,984.0
2025-07-07,Sunflower Oil,15121110310E,2025-07,2025-08,1101.0
2025-07-07,Sunflower Oil,15121110310E,2025-09,2025-09,1075.0
2025-07-07,Sunflower Oil,15121110310E,2025-10,2025-12,1039.0
2025-07-07,Sunflower Oil,15121110310E,2026-01,2026-06,1025.0
2025-07-07,Soybean Meal,23040010100B,2025-07,2025-07,284.0
2025-07-07,Soybean Meal,23040010100B,2025-08,2025-08,286.0
2025-07-07,Soybean Meal,23040010100B,2025-09,2025-09,290.0
2025-07-07,Soybean Meal,23040010100B,2025-10,2025-10,300.0
2025-07-07,Soybean Meal,23040010100B,2025-11,2025-11,306.0
2025-07-07,Soybean Meal,23040010100B,2025-12,2025-12,307.0
2025-07-07,Soybean Meal,23040010100B,2026-01,2026-06,312.0
2025-07-08,Soybeans,12019000190C,2025-07,2025-08,398.0
2025-07-08,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-07-08,Soybeans,12019000190C,2025-10,2025-11,405.0
2025-07-08,Soybeans,12019000190C,2025-12,2026-01,411.0
2025-07-08,Soybeans,12019000190C,2026-02,2026-03,419.0
2025-07-08,Soybeans,12019000190C,2026-04,2026-06,383.0
2025-07-08,Soybean Oil,15071000100Q,2025-07,2025-07,1085.0
2025-07-08,Soybean Oil,15071000100Q,2025-08,2025-08,1074.0
2025-07-08,Soybean Oil,15071000100Q,2025-09,2025-09,1052.0
2025-07-08,Soybean Oil,15071000100Q,2025-10,2025-10,1032.0
2025-07-08,Soybean Oil,15071000100Q,2025-11,2025-12,1036.0
2025-07-08,Soybean Oil,15071000100Q,2026-01,2026-03,1032.0
2025-07-08,Soybean Oil,15071000100Q,2026-04,2026-06,1010.0
2025-07-08,Sunflower Oil,15121110310E,2025-07,2025-08,1101.0
2025-07-08,Sunflower Oil,15121110310E,2025-09,2025-09,1079.0
2025-07-08,Sunflower Oil,15121110310E,2025-10,2025-12,1045.0
2025-07-08,Sunflower Oil,15121110310E,2026-01,2026-06,1050.0
2025-07-08,Soybean Meal,23040010100B,2025-07,2025-08,285.0
2025-07-08,Soybean Meal,23040010100B,2025-09,2025-09,291.0
2025-07-08,Soybean Meal,23040010100B,2025-10,2025-10,299.0
2025-07-08,Soybean Meal,23040010100B,2025-11,2025-11,303.0
2025-07-08,Soybean Meal,23040010100B,2025-12,2025-12,305.0
2025-07-08,Soybean Meal,23040010100B,2026-01,2026-06,309.0
2025-07-10,Soybeans,12019000190C,2025-07,2025-08,398.0
2025-07-10,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-07-10,Soybeans,12019000190C,2025-10,2025-12,405.0
2025-07-10,Soybeans,12019000190C,2026-01,2026-03,417.0
2025-07-10,Soybeans,12019000190C,2026-04,2026-06,381.0
2025-07-10,Soybean Oil,15071000100Q,2025-07,2025-07,1072.0
2025-07-10,Soybean Oil,15071000100Q,2025-08,2025-08,1076.0
2025-07-10,Soybean Oil,15071000100Q,2025-09,2025-09,1043.0
2025-07-10,Soybean Oil,15071000100Q,2025-10,2025-10,1026.0
2025-07-10,Soybean Oil,15071000100Q,2025-11,2025-12,1029.0
2025-07-10,Soybean Oil,15071000100Q,2026-01,2026-03,1022.0
2025-07-10,Soybean Oil,15071000100Q,2026-04,2026-06,996.0
2025-07-10,Sunflower Oil,15121110310E,2025-07,2025-07,1109.0
2025-07-10,Sunflower Oil,15121110310E,2025-08,2025-09,1103.0
2025-07-10,Sunflower Oil,15121110310E,2025-10,2025-12,1045.0
2025-07-10,Sunflower Oil,15121110310E,2026-01,2026-06,1050.0
2025-07-10,Soybean Meal,23040010100B,2025-07,2025-08,286.0
2025-07-10,Soybean Meal,23040010100B,2025-09,2025-09,290.0
2025-07-10,Soybean Meal,23040010100B,2025-10,2025-10,301.0
2025-07-10,Soybean Meal,23040010100B,2025-11,2025-11,305.0
2025-07-10,Soybean Meal,23040010100B,2025-12,2026-06,307.0
2025-07-11,Soybeans,12019000190C,2025-07,2025-07,395.0
2025-07-11,Soybeans,12019000190C,2025-08,2025-08,397.0
2025-07-11,Soybeans,12019000190C,2025-09,2025-09,400.0
2025-07-11,Soybeans,12019000190C,2025-10,2025-11,405.0
2025-07-11,Soybeans,12019000190C,2025-12,2026-01,413.0
2025-07-11,Soybeans,12019000190C,2026-02,2026-03,422.0
2025-07-11,Soybeans,12019000190C,2026-04,2026-06,380.0
2025-07-11,Soybean Oil,15071000100Q,2025-07,2025-08,1078.0
2025-07-11,Soybean Oil,15071000100Q,2025-09,2025-09,1047.0
2025-07-11,Soybean Oil,15071000100Q,2025-10,2025-10,1028.0
2025-07-11,Soybean Oil,15071000100Q,2025-11,2025-12,1030.0
2025-07-11,Soybean Oil,15071000100Q,2026-01,2026-02,1023.0
2025-07-11,Soybean Oil,15071000100Q,2026-03,2026-03,1015.0
2025-07-11,Soybean Oil,15071000100Q,2026-04,2026-05,999.0
2025-07-11,Soybean Oil,15071000100Q,2026-06,2026-06,986.0
2025-07-11,Sunflower Oil,15121110310E,2025-07,2025-08,1109.0
2025-07-11,Sunflower Oil,15121110310E,2025-09,2025-09,1094.0
2025-07-11,Sunflower Oil,15121110310E,2025-10,2026-06,1049.0
2025-07-11,Soybean Meal,23040010100B,2025-07,2025-07,287.0
2025-07-11,Soybean Meal,23040010100B,2025-08,2025-08,288.0
2025-07-11,Soybean Meal,23040010100B,2025-09,2025-09,290.0
2025-07-11,Soybean Meal,23040010100B,2025-10,2025-10,299.0
2025-07-11,Soybean Meal,23040010100B,2025-11,2025-11,303.0
2025-07-11,Soybean Meal,23040010100B,2025-12,2025-12,305.0
2025-07-11,Soybean Meal,23040010100B,2026-01,2026-06,307.0
2025-07-14,Soybeans,12019000190C,2025-07,2025-07,399.0
2025-07-14,Soybeans,12019000190C,2025-08,2025-08,398.0
2025-07-14,Soybeans,12019000190C,2025-09,2025-09,401.0
